"county","state","GEOID","rate"
"Campbell County","WY","56005",412.8
"Ellis County","OK","40045",412.7
"San Juan County","WA","53055",412.7
"Comal County","TX","48091",412.6
"Noble County","IN","18113",412.5
"Panola County","TX","48365",412.5
"Sarasota County","FL","12115",412.4
"Crenshaw County","AL","01041",412.3
"Green County","WI","55045",412.3
"Hyde County","NC","37095",412.2
"Otoe County","NE","31131",412.1
"Phillips County","CO","08095",412.1
"Nemaha County","NE","31127",412.1
"Kiowa County","CO","08061",412.1
"Steuben County","IN","18151",412
"Upshur County","TX","48459",411.9
"Benton County","MS","28009",411.9
"Dyer County","TN","47045",411.9
"Woods County","OK","40151",411.8
"La Plata County","CO","08067",411.8
"Adams County","IN","18001",411.7
"Iowa County","WI","55049",411.7
"Winneshiek County","IA","19191",411.7
"Jeff Davis County","GA","13161",411.6
"Sandoval County","NM","35043",411.6
"Washington County","AR","05143",411.5
"Eaton County","MI","26045",411.3
"Colfax County","NM","35007",411.3
"Maricopa County","AZ","04013",411.2
"Hamilton County","IN","18057",411
"Brown County","NE","31017",411
"Throckmorton County","TX","48447",411
"Fergus County","MT","30027",411
"Montgomery County","IN","18107",410.7
"Vernon County","WI","55123",410.5
"Park County","WY","56029",410.4
"McIntosh County","OK","40091",410.2
"Jerauld County","SD","46073",410.2
"Tillamook County","OR","41057",410.1
"Isabella County","MI","26073",410.1
"Fairbanks North Star","AK","02090",409.7
"Grant County","WI","55043",409.7
"Lenawee County","MI","26091",409.6
"Brazos County","TX","48041",409.4
"Swisher County","TX","48437",409.4
"Lincoln County","AR","05079",409.3
"Parke County","IN","18121",409.2
"Pacific County","WA","53049",409.2
"Johnson County","AR","05071",409.2
"Polk County","MO","29167",409.2
"Poweshiek County","IA","19157",409
"Duchesne County","UT","49013",408.8
"Kenai Peninsula Borough","AK","02122",408.8
"Crane County","TX","48103",408.7
"Kerr County","TX","48265",408.7
"Garfield County","UT","49017",408.7
"Brown County","SD","46013",408.6
"Pondera County","MT","30073",408.6
"Martin County","FL","12085",408.4
"Tripp County","SD","46123",408.1
"Gillespie County","TX","48171",408.1
"Callahan County","TX","48059",408.1
"Oktibbeha County","MS","28105",407.9
"Mississippi County","AR","05093",407.8
"Knox County","MO","29103",407.8
"Barron County","WI","55005",407.8
"Clark County","SD","46025",407.8
"Madison Parish","LA","22065",407.7
"Weber County","UT","49057",407.5
"Lancaster County","NE","31109",407.3
"Daviess County","IN","18027",407.3
"Sutton County","TX","48435",407.3
"Hockley County","TX","48219",407.3
"Nevada County","CA","06057",407.2
"Bonner County","ID","16017",407.2
"Pickens County","AL","01107",407.1
"Wagoner County","OK","40145",406.9
"Red Willow County","NE","31145",406.9
"Calhoun County","MI","26025",406.9
"Clay County","TX","48077",406.8
"Allamakee County","IA","19005",406.8
"Caribou County","ID","16029",406.8
"Atascosa County","TX","48013",406.4
"Rio Arriba County","NM","35039",406.2
"Portage County","WI","55097",406.1
"Butte County","ID","16023",406.1
"Freestone County","TX","48161",406
"Watauga County","NC","37189",405.9
"Morgan County","CO","08087",405.9
"Johnson County","WY","56019",405.8
"Anderson County","TX","48001",405.6
"Manatee County","FL","12081",405.6
"DeSoto County","FL","12027",405.5
"Missaukee County","MI","26113",405.4
"Atkinson County","GA","13003",405.3
"Randolph County","GA","13243",405.3
"Charlotte County","FL","12015",405.2
"Fremont County","WY","56013",405.2
"Broomfield County","CO","08014",405.1
"Currituck County","NC","37053",405.1
"Harmon County","OK","40057",404.9
"Inyo County","CA","06027",404.9
"Donley County","TX","48129",404.8
"Lee County","FL","12071",404.8
"Robertson County","TX","48395",404.7
"Jefferson County","ID","16051",404.6
"Boulder County","CO","08013",404.4
"Meade County","SD","46093",404.4
"Washington County","UT","49053",404.3
"Travis County","TX","48453",404.2
"Graham County","AZ","04009",404.2
"Los Alamos County","NM","35028",404
"Collingsworth County","TX","48087",404
"Franklin County","ME","23007",404
"Gilchrist County","FL","12041",403.8
"Fulton County","AR","05049",403.6
"Prowers County","CO","08099",403.5
"Weston County","WY","56045",403.4
"Craighead County","AR","05031",403.3
"Waushara County","WI","55137",403.3
"Chester County","TN","47023",403.3
"Baraga County","MI","26013",403.2
"Neshoba County","MS","28099",403.2
"Crisp County","GA","13081",403.1
"Logan County","CO","08075",403
"Phillips County","MT","30071",402.9
"Williams County","OH","39171",402.9
"Madison County","TX","48313",402.7
"Oscoda County","MI","26135",402.7
"Houston County","TX","48225",402
"Juab County","UT","49023",402
"Douglas County","OR","41019",401.9
"Lincoln County","TN","47103",401.8
"Morris County","TX","48343",401.6
"Graham County","NC","37075",401.6
"Kodiak Island Borough","AK","02150",401.6
"Delta County","TX","48119",401.4
"Ware County","GA","13299",401.4
"Waller County","TX","48473",401.3
"Pima County","AZ","04019",401.3
"Wheeler County","OR","41069",401.3
"Sevier County","AR","05133",401.1
"Marion County","TX","48315",401
"Red River County","TX","48387",401
"Franklin County","IN","18047",401
"Cedar County","MO","29039",400.9
"Monroe County","FL","12087",400.8
"Grant County","NM","35017",400.6
"Power County","ID","16077",400.5
"Walker County","GA","13295",400.3
"Garden County","NE","31069",400.3
"Benton County","AR","05007",400
"Cheyenne County","CO","08017",400
"Mercer County","MO","29129",399.8
"Nowata County","OK","40105",399.8
"Shannon County","MO","29203",399.5
"Mayes County","OK","40097",399.5
"Ottawa County","MI","26139",399.4
"Jack County","TX","48237",399.3
"McCulloch County","TX","48307",399.3
"Burnett County","WI","55013",399.2
"Taylor County","WI","55119",399.2
"Sweetwater County","WY","56037",398.8
"Teton County","WY","56039",398.8
"Hopkins County","TX","48223",398.8
"Custer County","NE","31041",398.7
"Camden County","MO","29029",398.6
"Barton County","MO","29011",398.2
"Pittsburg County","OK","40121",398.2
"San Juan County","NM","35045",398.1
"Greeley County","NE","31077",398.1
"Elbert County","CO","08039",398
"Phillips County","AR","05107",398
"Shelby County","TX","48419",398
"Barnwell County","SC","45011",397.8
"Dade County","MO","29057",397.7
"Kittitas County","WA","53037",397.6
"Columbia County","AR","05027",397.4
"Lafayette County","FL","12067",397.3
"Stone County","AR","05137",397.3
"Walton County","FL","12131",397.1
"Lincoln County","SD","46083",397.1
"Mesa County","CO","08077",397
"Sevier County","UT","49041",396.9
"Lake County","MI","26085",396.8
"Titus County","TX","48449",396.7
"Claiborne County","MS","28021",396.7
"Midland County","MI","26111",396.5
"Lincoln County","GA","13181",396
"McCormick County","SC","45065",395.9
"Ontonagon County","MI","26131",395.9
"Cotton County","OK","40033",395.8
"Ralls County","MO","29173",395.6
"Modoc County","CA","06049",395.3
"Alger County","MI","26003",395.2
"Coconino County","AZ","04005",395.2
"Clear Creek County","CO","08019",395
"Bladen County","NC","37017",394.8
"Sheridan County","NE","31161",394.7
"Chaffee County","CO","08015",394.6
"Alfalfa County","OK","40003",394.4
"Williamson County","TX","48491",394.3
"Franklin County","AR","05047",394.3
"St. Joseph County","MI","26149",394.3
"Lee County","AL","01081",394.1
"Bandera County","TX","48019",394
"Polk County","NC","37149",393.5
"Wise County","TX","48497",393
"Johnston County","OK","40069",392.9
"Mariposa County","CA","06043",392.8
"York County","NE","31185",392.7
"Hays County","TX","48209",392.7
"Pike County","AR","05109",392.7
"Klickitat County","WA","53039",392.6
"Polk County","AR","05113",392.5
"Choctaw County","AL","01023",392.3
"Cass County","TX","48067",392
"Taylor County","WV","54091",392
"Crawford County","MI","26039",391.9
"Jackson County","TX","48239",391.7
"Phelps County","NE","31137",391.7
"Somervell County","TX","48425",391.7
"Millard County","UT","49027",391.6
"Yavapai County","AZ","04025",391.5
"Big Horn County","MT","30003",391.3
"Newberry County","SC","45071",390.9
"Coleman County","TX","48083",390.6
"Parmer County","TX","48369",390.5
"Taylor County","GA","13269",390.5
"DeKalb County","AL","01049",390.2
"Garfield County","CO","08045",390.1
"Dillingham Census Area","AK","02070",390
"Sheridan County","MT","30091",389.9
"Mackinac County","MI","26097",389.9
"Transylvania County","NC","37175",389.8
"Delta County","MI","26041",389.7
"Henry County","OH","39069",389.6
"Uinta County","WY","56041",389.5
"LaGrange County","IN","18087",389.4
"Garrett County","MD","24023",389.3
"Calhoun County","AR","05013",389.2
"Broadwater County","MT","30007",389
"Erath County","TX","48143",389
"Lane County","OR","41039",388.8
"Latah County","ID","16057",388.8
"Skamania County","WA","53059",388.8
"Newaygo County","MI","26123",388.6
"Larimer County","CO","08069",388.5
"Blaine County","ID","16013",388.3
"Ravalli County","MT","30081",388.1
"Hale County","TX","48189",388
"Kane County","UT","49025",388
"Utah County","UT","49049",387.7
"Marshall County","SD","46091",387.6
"Newton County","AR","05101",387.5
"Ottawa County","OK","40115",387.5
"Decatur County","GA","13087",387.5
"Colorado County","TX","48089",387
"Clark County","ID","16033",386.9
"Moore County","TN","47127",386.9
"Grady County","OK","40051",386.5
"Barry County","MO","29009",386.5
"Lafayette County","WI","55065",386.5
"McCone County","MT","30055",386.5
"Nevada County","AR","05099",386.4
"Aiken County","SC","45003",386.2
"Bleckley County","GA","13023",386.2
"Grand County","UT","49019",386.1
"Weld County","CO","08123",386
"Chaves County","NM","35005",385.9
"Iosco County","MI","26069",385.7
"Lawrence County","SD","46081",385.7
"Washita County","OK","40149",385.4
"Gadsden County","FL","12039",385.4
"Alcona County","MI","26001",385.4
"Shelby County","OH","39149",384.8
"Grant County","OR","41023",384.8
"Pendleton County","WV","54071",384.6
"Mora County","NM","35033",383.9
"Rusk County","TX","48401",383.7
"District of Columbia",,"11001",383.4
"Chippewa County","MI","26033",383.2
"Texas County","MO","29215",382.8
"Huerfano County","CO","08055",382.6
"Luce County","MI","26095",382.5
"Reynolds County","MO","29179",382.4
"Cherokee County","OK","40021",382.4
"Valdez-Cordova Census Area","AK","02261",382.1
"Curry County","OR","41015",382.1
"Delta County","CO","08029",382
"Dade County","GA","13083",381.9
"Sanpete County","UT","49039",381.9
"Park County","CO","08093",381.9
"Schley County","GA","13249",381.4
"Pepin County","WI","55091",381.3
"Dunn County","WI","55033",381.2
"Lucas County","OH","39095",381
"Moffat County","CO","08081",380.9
"Bacon County","GA","13005",380.7
"Box Elder County","UT","49003",380.6
"Washington County","FL","12133",380.4
"Baca County","CO","08009",380
"Oldham County","TX","48359",379.9
"Lincoln County","WY","56023",379.7
"McIntosh County","GA","13191",379.7
"Camas County","ID","16025",379.6
"Edgefield County","SC","45037",379.1
"Buffalo County","WI","55011",379
"Ste. Genevieve County","MO","29186",378.8
"Montgomery County","AR","05097",378.5
"Archuleta County","CO","08007",378.5
"Bosque County","TX","48035",378.4
"Llano County","TX","48299",378.3
"Adair County","OK","40001",378.2
"Lee County","AR","05077",378.2
"Blanco County","TX","48031",377.6
"Crittenden County","AR","05035",377.3
"Fayette County","TX","48149",377.2
"Delaware County","OK","40041",377.2
"Eddy County","NM","35015",377.2
"Lincoln County","CO","08073",377.1
"Lake County","CO","08065",377
"Falls County","TX","48145",377
"Little River County","AR","05081",376.8
"Bailey County","TX","48017",376.6
"DeBaca County","NM","35011",376.1
"Tillman County","OK","40141",376.1
"Leon County","FL","12073",376
"Summers County","WV","54089",376
"Marion County","GA","13197",375.9
"Santa Fe County","NM","35049",375.9
"Fremont County","ID","16043",375.7
"Hardy County","WV","54031",375.5
"Adams County","WA","53001",375.5
"Johnson County","GA","13167",375.5
"Morgan County","UT","49029",375.4
"Attala County","MS","28007",375.2
"Stone County","MO","29209",375.1
"Rio Grande County","CO","08105",374.7
"Idaho County","ID","16049",374.6
"Walthall County","MS","28147",374.5
"Lincoln County","OK","40081",374.5
"Dooly County","GA","13093",374.4
"Las Animas County","CO","08071",374.2
"Wilkinson County","MS","28157",374
"Bamberg County","SC","45009",373.7
"Washington County","CO","08121",373.6
"Moody County","SD","46101",373.6
"Irion County","TX","48235",373.4
"Cuming County","NE","31039",373.2
"Wayne County","UT","49055",373.1
"Madison County","ID","16065",373
"Noxubee County","MS","28103",373
"Montrose County","CO","08085",372.9
"Bannock County","ID","16005",372.8
"Tyler County","TX","48457",372.7
"Torrance County","NM","35057",372.6
"Whitman County","WA","53075",372.6
"Garza County","TX","48169",372.5
"Reeves County","TX","48389",372.4
"Atchison County","MO","29005",372.2
"Carroll County","MS","28015",371.8
"Navajo County","AZ","04017",371.8
"Socorro County","NM","35053",371.7
"Hillsdale County","MI","26059",371.4
"Boyd County","NE","31015",371.3
"Appling County","GA","13001",371.2
"Lassen County","CA","06035",371.2
"Cache County","UT","49005",370.4
"Uintah County","UT","49047",370.4
"Beaver County","OK","40007",370.2
"Nance County","NE","31125",369.9
"Allegan County","MI","26005",369.9
"Hidalgo County","TX","48215",369.5
"Frontier County","NE","31063",369.4
"Duval County","TX","48131",369
"Taliaferro County","GA","13265",368.7
"Bee County","TX","48025",368.6
"Corson County","SD","46031",368.6
"Franklin County","ID","16041",368.4
"Wayne County","IA","19185",368.2
"Lake County","OR","41037",368.2
"Sully County","SD","46119",368.1
"Greenlee County","AZ","04011",368
"Ogemaw County","MI","26129",368
"Holt County","MO","29087",367.9
"Carroll County","AR","05015",367.6
"Menominee County","WI","55078",367.5
"Calhoun County","FL","12013",367.1
"Glades County","FL","12043",366.8
"Wheeler County","GA","13309",366.6
"Cochise County","AZ","04003",366.2
"Custer County","SD","46033",365.3
"Moniteau County","MO","29135",365
"Hempstead County","AR","05057",364.9
"Lea County","NM","35025",364.8
"Lee County","TX","48287",364.4
"Bon Homme County","SD","46009",364.4
"Asotin County","WA","53003",364.2
"Brewster County","TX","48043",364.2
"Alpine County","CA","06003",364.2
"Gila County","AZ","04007",363.9
"Pecos County","TX","48371",363.8
"Noble County","OH","39121",363.5
"Houghton County","MI","26061",363.4
"Charlton County","GA","13049",363.4
"Madison County","AR","05087",362.5
"Saluda County","SC","45081",362.2
"Crockett County","TX","48105",362.1
"Kent County","TX","48263",361.8
"Roosevelt County","NM","35041",361.4
"Ozark County","MO","29153",361.3
"Florence County","WI","55037",361.3
"Haines Borough","AK","02100",361.2
"Goshen County","WY","56015",361
"St. Clair County","MO","29185",360.9
"Jefferson County","FL","12065",360.7
"Catoosa County","GA","13047",360.2
"Routt County","CO","08107",360
"Greene County","MS","28041",359.7
"Kit Carson County","CO","08063",359.6
"Sedgwick County","CO","08115",359.5
"Uvalde County","TX","48463",359.5
"Monroe County","MI","26115",359.3
"Lincoln County","NM","35027",358.6
"Wayne County","NE","31179",358.6
"Denali","AK","02068",358.3
"Yuma County","AZ","04027",358.2
"Cherry County","NE","31031",358.2
"Medina County","TX","48325",358
"Jim Wells County","TX","48249",357.8
"Walworth County","SD","46129",357.1
"St. Francis County","AR","05123",356.7
"Crosby County","TX","48107",355.6
"Shackelford County","TX","48417",355.6
"Andrew County","MO","29003",355.5
"Hickory County","MO","29085",354.9
"Concho County","TX","48095",354.7
"Hand County","SD","46059",354.4
"Gonzales County","TX","48177",354.1
"Stonewall County","TX","48433",353.6
"Wibaux County","MT","30109",353.6
"Leelanau County","MI","26089",353.3
"McKinley County","NM","35031",353.2
"Schuyler County","MO","29197",352.7
"Kimble County","TX","48267",352
"Wilson County","TX","48493",351.9
"Hamilton County","FL","12047",351.9
"Fulton County","OH","39051",351.9
"Juneau Borough","AK","02110",351.5
"Lincoln County","WA","53043",351.5
"Boundary County","ID","16021",351.3
"Lafayette County","AR","05073",350.4
"Roberts County","SD","46109",350
"Knox County","TX","48275",349.9
"Woodward County","OK","40153",349.2
"Oceana County","MI","26127",349.1
"Costilla County","CO","08023",348.6
"Hancock County","GA","13141",348.1
"Oregon County","MO","29149",347.9
"Worth County","MO","29227",347.8
"Grimes County","TX","48185",347.7
"Branch County","MI","26023",347.6
"Eagle County","CO","08037",347.6
"Cassia County","ID","16031",347.5
"Gates County","NC","37073",347
"Upton County","TX","48461",346.8
"Tensas Parish","LA","22107",346.6
"Roger Mills County","OK","40129",346.4
"Gilpin County","CO","08047",346.4
"Keweenaw County","MI","26083",346.3
"Douglas County","WI","55031",345.9
"Pinal County","AZ","04021",345.3
"Live Oak County","TX","48297",345.1
"Sanilac County","MI","26151",345
"Collier County","FL","12021",344.7
"Harney County","OR","41025",343.6
"Ouray County","CO","08091",343.3
"Conejos County","CO","08021",343.2
"Madison County","MT","30057",343
"Newton County","TX","48351",343
"Dawes County","NE","31045",342.3
"Howard County","MO","29089",341.4
"Candler County","GA","13043",341.4
"DeKalb County","MO","29063",341.1
"Emery County","UT","49015",340.3
"Perkins County","NE","31135",339.9
"Curry County","NM","35009",339.3
"Pushmataha County","OK","40127",338.9
"Lamb County","TX","48279",338.5
"Dickinson County","MI","26043",338.4
"Frio County","TX","48163",338.4
"Teton County","ID","16081",338.1
"Hidalgo County","NM","35023",338
"Ferry County","WA","53019",337.5
"Foard County","TX","48155",337.3
"Wheatland County","MT","30107",337.2
"Bent County","CO","08011",336.9
"Valley County","NE","31175",336.9
"Oneida County","ID","16071",336.6
"Real County","TX","48385",336.4
"Polk County","WI","55095",336.1
"Jeff Davis County","TX","48243",335.9
"Dickens County","TX","48125",335.6
"Briscoe County","TX","48045",335.4
"Pulaski County","GA","13235",334.8
"Gogebic County","MI","26053",334.7
"McDonald County","MO","29119",334.3
"Douglas County","MO","29067",333.8
"Scotland County","MO","29199",333.3
"Bayfield County","WI","55007",332.6
"Southeast Fairbanks Census Area","AK","02240",332.6
"Sherman County","TX","48421",332.2
"Osage County","OK","40113",331.9
"Zapata County","TX","48505",331.3
"Catron County","NM","35003",330.7
"Edwards County","TX","48137",330.2
"Bear Lake County","ID","16007",329.6
"Liberty County","MT","30051",329.4
"La Paz County","AZ","04012",328.7
"Telfair County","GA","13271",328.7
"Rich County","UT","49033",328.6
"Mason County","MI","26105",328.2
"Willacy County","TX","48489",327.6
"Daggett County","UT","49009",327
"Sierra County","CA","06091",326.7
"San Augustine County","TX","48405",326.4
"Cass County","MI","26027",326.2
"Mills County","TX","48333",325.9
"Grant County","WV","54023",325.8
"Haskell County","TX","48207",325.8
"San Miguel County","CO","08113",325.7
"Crowley County","CO","08025",325.1
"Sequoyah County","OK","40135",324.3
"Sublette County","WY","56035",323.6
"Zavala County","TX","48507",323.1
"Clinton County","MI","26037",323.1
"Smith County","MS","28129",321.4
"Jones County","SD","46075",321.2
"Holmes County","OH","39075",320.9
"Taos County","NM","35055",320.5
"Iron County","MI","26071",319.3
"San Miguel County","NM","35047",317.9
"Newton County","MO","29145",316.7
"La Salle County","TX","48283",316.6
"Latimer County","OK","40077",316.1
"Sterling County","TX","48431",315.7
"Saguache County","CO","08109",315
"Cedar County","NE","31027",313.9
"McPherson County","SD","46089",313.7
"Madison County","FL","12079",313
"St. Croix County","WI","55109",312.8
"Santa Cruz County","AZ","04023",312.8
"Le Flore County","OK","40079",311.7
"Keya Paha County","NE","31103",310.3
"Jackson County","FL","12063",307.9
"Pitkin County","CO","08097",307
"Franklin County","NE","31061",304.9
"Menominee County","MI","26109",303.3
"Gunnison County","CO","08051",302.6
"Apache County","AZ","04001",302.4
"Campbell County","SD","46021",302.4
"Skagway Hoonah Angoon Census Area","AK","02232",302.1
"Hudspeth County","TX","48229",300
"Grand County","CO","08049",298.1
"Archer County","TX","48009",295.6
"Menard County","TX","48327",294.6
"San Juan County","UT","49037",294.4
"Dimmit County","TX","48127",293.4
"Mono County","CA","06051",293
"Cottle County","TX","48101",291.7
"Sitka Borough","AK","02220",290.7
"Wheeler County","NE","31183",289.1
"Mason County","TX","48319",288.7
"San Saba County","TX","48411",288.2
"Motley County","TX","48345",287.9
"Gaines County","TX","48165",287.4
"Barry County","MI","26015",287.1
"Maries County","MO","29125",285.8
"Choctaw County","MS","28019",285.4
"Mineral County","CO","08079",284.9
"Carson County","TX","48065",283.6
"Lynn County","TX","48305",282.5
"Pierce County","WI","55093",281.5
"Crook County","WY","56011",281
"Jackson County","CO","08057",275.2
"Harding County","SD","46063",267.8
"Jefferson County","MS","28063",265.4
"Hayes County","NE","31085",265.1
"Lipscomb County","TX","48295",264.9
"Union County","NM","35059",262.6
"Hartley County","TX","48205",261.5
"Jackson County","SD","46071",258.4
"Summit County","CO","08117",257.6
"Webster County","GA","13307",257.3
"Martin County","TX","48317",256.5
"Presidio County","TX","48377",252.2
"Holmes County","FL","12059",243.5
"Garfield County","WA","53023",241.7
"Bethel Census Area","AK","02050",239.5
"Starr County","TX","48427",233.7
"Stanton County","NE","31167",231.1
"Kinney County","TX","48271",231
"Garfield County","MT","30033",225.3
"Doddridge County","WV","54017",225.1
"Dolores County","CO","08033",222.4
"Carter County","MT","30011",204.9
